Entity,Code,Year,$30 a day - Share of population in poverty,990306-annotations
Slovenia,SVN,2012,38.522896,
Slovenia,SVN,2013,39.809822,
Slovenia,SVN,2014,37.164623,
Slovenia,SVN,2015,36.893635,
Slovenia,SVN,2016,33.602516,
Slovenia,SVN,2017,31.09401,
Slovenia,SVN,2018,27.149645,
Slovenia,SVN,2019,24.502718,
Slovenia,SVN,2020,20.20438,
Slovenia,SVN,2021,16.786299,
Solomon Islands,SLB,2005,99.73814,
Solomon Islands,SLB,2012,99.7977,
South Africa,ZAF,1993,95.314995,
South Africa,ZAF,2000,96.684006,
South Africa,ZAF,2005,92.064156,
South Africa,ZAF,2008,89.91807,
South Africa,ZAF,2010,89.137695,
South Africa,ZAF,2014,89.977585,
South Asia (PIP),,1990,99.93228,
South Asia (PIP),,1991,99.93379,
South Asia (PIP),,1992,99.93374,
South Asia (PIP),,1993,99.93338,
South Asia (PIP),,1994,99.9286,
South Asia (PIP),,1995,99.917015,
South Asia (PIP),,1996,99.908295,
South Asia (PIP),,1997,99.897415,
South Asia (PIP),,1998,99.882385,
South Asia (PIP),,1999,99.87266,
South Asia (PIP),,2000,99.87151,
South Asia (PIP),,2001,99.8697,
South Asia (PIP),,2002,99.86304,
South Asia (PIP),,2003,99.852936,
South Asia (PIP),,2004,99.84039,
South Asia (PIP),,2005,99.82236,
South Asia (PIP),,2006,99.81257,
South Asia (PIP),,2007,99.80216,
South Asia (PIP),,2008,99.801544,
South Asia (PIP),,2009,99.79359,
South Asia (PIP),,2010,99.76988,
South Asia (PIP),,2011,99.717834,
South Asia (PIP),,2012,99.69625,
South Asia (PIP),,2013,99.69604,
South Asia (PIP),,2014,99.70268,
South Asia (PIP),,2015,99.70436,
South Asia (PIP),,2016,99.68322,
South Asia (PIP),,2017,99.60285,
South Asia (PIP),,2018,99.65322,
South Asia (PIP),,2019,99.771416,
South Asia (PIP),,2020,99.83477,
South Asia (PIP),,2021,99.83372,
South Asia (PIP),,2022,99.813286,
South Asia (PIP),,2023,99.791985,
South Asia (PIP),,2024,99.766136,
South Korea,KOR,2006,47.24597,
South Korea,KOR,2008,45.747906,
South Korea,KOR,2010,44.736855,
South Korea,KOR,2012,39.994137,
South Korea,KOR,2014,35.998398,
South Korea,KOR,2016,30.742481,
South Korea,KOR,2017,28.491783,
South Korea,KOR,2018,26.745647,
South Korea,KOR,2019,24.249022,
South Korea,KOR,2020,21.742643,
South Korea,KOR,2021,19.498188,
South Sudan,SSD,2009,99.65982,
South Sudan,SSD,2016,99.949875,
Spain,ESP,1980,82.49892,
Spain,ESP,1985,83.490845,
Spain,ESP,1990,70.24579,
Spain,ESP,1993,63.487785,
Spain,ESP,1994,63.499855,
Spain,ESP,1995,63.746433,
Spain,ESP,1996,62.739098,
Spain,ESP,1997,60.249012,
Spain,ESP,1998,55.491333,
Spain,ESP,1999,50.98065,
Spain,ESP,2000,47.456566,
Spain,ESP,2003,41.872208,
Spain,ESP,2004,43.128075,
Spain,ESP,2005,40.206146,
Spain,ESP,2006,40.120106,
Spain,ESP,2007,30.752325,
Spain,ESP,2008,29.896969,
Spain,ESP,2009,30.283916,
Spain,ESP,2010,34.223232,
Spain,ESP,2011,36.639557,
Spain,ESP,2012,38.696377,
Spain,ESP,2013,41.027824,
Spain,ESP,2014,40.28742,
Spain,ESP,2015,39.032192,
Spain,ESP,2016,35.828163,
Spain,ESP,2017,34.536343,
Spain,ESP,2018,34.644527,
Spain,ESP,2019,31.881365,
Spain,ESP,2020,32.11412,
Spain,ESP,2021,30.111715,
Sri Lanka,LKA,1985,99.870995,
Sri Lanka,LKA,1990,99.69534,
Sri Lanka,LKA,1995,99.6137,
Sri Lanka,LKA,2002,98.958405,
Sri Lanka,LKA,2006,98.59557,
Sri Lanka,LKA,2009,98.875885,
Sri Lanka,LKA,2012,98.14773,
Sri Lanka,LKA,2016,97.34371,
Sri Lanka,LKA,2019,97.34168,
Sub-Saharan Africa (PIP),,1990,99.23073,
Sub-Saharan Africa (PIP),,1991,99.25746,
Sub-Saharan Africa (PIP),,1992,99.29407,
Sub-Saharan Africa (PIP),,1993,99.35713,
Sub-Saharan Africa (PIP),,1994,99.366196,
Sub-Saharan Africa (PIP),,1995,99.32974,
Sub-Saharan Africa (PIP),,1996,99.30787,
Sub-Saharan Africa (PIP),,1997,99.32514,
Sub-Saharan Africa (PIP),,1998,99.36972,
Sub-Saharan Africa (PIP),,1999,99.40816,
Sub-Saharan Africa (PIP),,2000,99.443695,
Sub-Saharan Africa (PIP),,2001,99.46198,
Sub-Saharan Africa (PIP),,2002,99.41789,
Sub-Saharan Africa (PIP),,2003,99.404465,
Sub-Saharan Africa (PIP),,2004,99.31729,
Sub-Saharan Africa (PIP),,2005,99.22126,
Sub-Saharan Africa (PIP),,2006,99.131676,
Sub-Saharan Africa (PIP),,2007,99.14018,
Sub-Saharan Africa (PIP),,2008,99.13618,
Sub-Saharan Africa (PIP),,2009,99.14218,
Sub-Saharan Africa (PIP),,2010,99.09901,
Sub-Saharan Africa (PIP),,2011,99.10458,
Sub-Saharan Africa (PIP),,2012,99.108086,
Sub-Saharan Africa (PIP),,2013,99.12323,
Sub-Saharan Africa (PIP),,2014,99.135155,
Sub-Saharan Africa (PIP),,2015,99.14577,
Sub-Saharan Africa (PIP),,2016,99.15685,
Sub-Saharan Africa (PIP),,2017,99.160965,
Sub-Saharan Africa (PIP),,2018,99.15492,
Sub-Saharan Africa (PIP),,2019,99.16128,
Sub-Saharan Africa (PIP),,2020,99.223656,
Sub-Saharan Africa (PIP),,2021,99.20612,
Sub-Saharan Africa (PIP),,2022,99.199005,
Sub-Saharan Africa (PIP),,2023,99.20362,
Sub-Saharan Africa (PIP),,2024,99.19921,
Sudan,SDN,2009,99.82094,
Sudan,SDN,2014,99.62519,
Suriname,SUR,2022,89.33631,
Suriname (urban),,1999,91.02715,
Sweden,SWE,1975,64.73521,
Sweden,SWE,1981,58.481915,
Sweden,SWE,1987,54.246624,
Sweden,SWE,1992,39.484264,
Sweden,SWE,1995,43.49912,
Sweden,SWE,2000,33.49676,
Sweden,SWE,2001,29.749975,
Sweden,SWE,2002,27.498077,
Sweden,SWE,2003,32.466225,
Sweden,SWE,2004,31.985512,
Sweden,SWE,2005,30.397823,
Sweden,SWE,2006,26.395285,
Sweden,SWE,2007,22.764536,
Sweden,SWE,2008,21.455631,
Sweden,SWE,2009,21.16631,
Sweden,SWE,2010,20.44597,
Sweden,SWE,2011,19.34439,
Sweden,SWE,2012,18.205551,
Sweden,SWE,2013,18.496246,
Sweden,SWE,2014,16.972187,
Sweden,SWE,2015,16.159328,
Sweden,SWE,2016,16.441378,
Sweden,SWE,2017,15.483245,
Sweden,SWE,2018,16.115873,
Sweden,SWE,2019,15.230276,
Sweden,SWE,2020,14.170209,
Sweden,SWE,2021,15.179363,
Switzerland,CHE,1982,10.497493,
Switzerland,CHE,1992,11.491903,
Switzerland,CHE,2000,11.968155,
Switzerland,CHE,2002,9.969834,
Switzerland,CHE,2004,10.462166,
Switzerland,CHE,2006,11.540838,
Switzerland,CHE,2007,11.066072,
Switzerland,CHE,2008,10.717986,
Switzerland,CHE,2009,9.320692,
Switzerland,CHE,2010,9.721161,
Switzerland,CHE,2011,8.841263,
Switzerland,CHE,2012,7.1428785,
Switzerland,CHE,2013,8.19712,
Switzerland,CHE,2014,8.66947,
Switzerland,CHE,2015,8.555801,
Switzerland,CHE,2016,8.528333,
Switzerland,CHE,2017,8.102299,
Switzerland,CHE,2018,9.111697,
Switzerland,CHE,2019,9.171234,
Switzerland,CHE,2020,8.288303,
Syria,SYR,1996,98.83431,
Syria,SYR,2003,97.40387,
Syria,SYR,2006,96.613,
Syria,SYR,2009,96.745995,
Syria,SYR,2022,100,
Taiwan,TWN,1981,91.49629,
Taiwan,TWN,1986,82.49986,
Taiwan,TWN,1991,47.487507,
Taiwan,TWN,1995,36.24182,
Taiwan,TWN,1997,32.248917,
Taiwan,TWN,2000,28.498531,
Taiwan,TWN,2005,30.249575,
Taiwan,TWN,2007,34.244392,
Taiwan,TWN,2010,39.7382,
Taiwan,TWN,2013,37.74868,
Taiwan,TWN,2016,31.999842,
Taiwan,TWN,2017,29.489893,
Taiwan,TWN,2018,29.49204,
Taiwan,TWN,2019,27.249914,
Taiwan,TWN,2020,23.993477,
Taiwan,TWN,2021,24.999397,
Tajikistan,TJK,1999,100,
Tajikistan,TJK,2003,100,
Tajikistan,TJK,2004,99.96168,
Tajikistan,TJK,2007,99.668785,
Tajikistan,TJK,2009,99.74607,
Tajikistan,TJK,2015,99.4992,
Tanzania,TZA,1991,99.99265,
Tanzania,TZA,2000,99.9961,
Tanzania,TZA,2007,99.88176,
Tanzania,TZA,2011,99.852844,
Tanzania,TZA,2018,99.77002,
Thailand,THA,1981,98.707,
Thailand,THA,1988,98.633995,
Thailand,THA,1990,98.2016,
Thailand,THA,1992,96.86324,
Thailand,THA,1994,97.294464,
Thailand,THA,1996,96.89281,
Thailand,THA,1998,97.01735,
Thailand,THA,1999,96.876976,
Thailand,THA,2000,97.332886,
Thailand,THA,2002,96.519646,
Thailand,THA,2004,95.42892,
Thailand,THA,2006,93.933136,
Thailand,THA,2007,94.35628,
Thailand,THA,2008,93.61563,
Thailand,THA,2009,93.30162,
Thailand,THA,2010,92.575264,
Thailand,THA,2011,93.2603,
Thailand,THA,2012,91.14921,
Thailand,THA,2013,91.14909,
Thailand,THA,2014,91.31058,
Thailand,THA,2015,90.77759,
Thailand,THA,2016,90.25038,
Thailand,THA,2017,90.180435,
Thailand,THA,2018,90.092354,
Thailand,THA,2019,90.64728,
Thailand,THA,2020,90.02085,
Thailand,THA,2021,89.7664,
Togo,TGO,2006,99.98216,
Togo,TGO,2011,99.90579,
Togo,TGO,2015,99.93601,
Togo,TGO,2018,99.552574,
Togo,TGO,2021,99.74705,
Tonga,TON,2000,96.262726,
Tonga,TON,2009,96.646706,
Tonga,TON,2015,98.46597,
Tonga,TON,2021,98.53471,
Trinidad and Tobago,TTO,1988,83.843,
Trinidad and Tobago,TTO,1992,93.151,
Tunisia,TUN,1985,98.282,
Tunisia,TUN,1990,98.299995,
Tunisia,TUN,1995,97.981,
Tunisia,TUN,2000,97.14,
Tunisia,TUN,2005,97.057205,
Tunisia,TUN,2010,96.21272,
Tunisia,TUN,2015,94.56905,
Tunisia,TUN,2021,94.35151,
Turkey,TUR,1987,96.355995,
Turkey,TUR,1994,96.004,
Turkey,TUR,2002,95.209755,
Turkey,TUR,2003,95.335686,
Turkey,TUR,2004,92.874756,
Turkey,TUR,2005,91.988304,
Turkey,TUR,2006,92.059685,
Turkey,TUR,2007,90.966515,
Turkey,TUR,2008,89.20423,
Turkey,TUR,2009,88.67277,
Turkey,TUR,2010,89.0168,
Turkey,TUR,2011,86.245926,
Turkey,TUR,2012,84.85945,
Turkey,TUR,2013,83.81584,
Turkey,TUR,2014,82.4126,
Turkey,TUR,2015,83.02398,
Turkey,TUR,2016,80.43822,
Turkey,TUR,2017,77.56639,
Turkey,TUR,2018,75.939735,
Turkey,TUR,2019,75.47323,
Turkey,TUR,2020,74.625725,
Turkey,TUR,2021,72.05552,
Turkmenistan,TKM,1998,99.71966,
Tuvalu,TUV,2010,98.04849,
Uganda,UGA,1989,99.984,
Uganda,UGA,1992,99.8224,
Uganda,UGA,1996,99.93462,
Uganda,UGA,1999,99.90561,
Uganda,UGA,2002,99.765015,
Uganda,UGA,2005,99.78017,
Uganda,UGA,2009,99.51388,
Uganda,UGA,2012,99.75227,
Uganda,UGA,2016,99.73713,
Uganda,UGA,2019,99.752686,
Ukraine,UKR,1992,99.69461,
Ukraine,UKR,1993,99.66738,
Ukraine,UKR,1995,98.389,
Ukraine,UKR,1996,99.320335,
Ukraine,UKR,2002,99.75979,
Ukraine,UKR,2003,99.483635,
Ukraine,UKR,2004,99.32814,
Ukraine,UKR,2005,98.79398,
Ukraine,UKR,2006,98.11531,
Ukraine,UKR,2007,98.924324,
Ukraine,UKR,2008,98.04836,
Ukraine,UKR,2009,98.847855,
Ukraine,UKR,2010,98.49659,
Ukraine,UKR,2011,98.34005,
Ukraine,UKR,2012,97.9816,
Ukraine,UKR,2013,97.270355,
Ukraine,UKR,2014,98.12492,
Ukraine,UKR,2015,98.277435,
Ukraine,UKR,2016,98.49518,
Ukraine,UKR,2017,97.47498,
Ukraine,UKR,2018,96.775444,
Ukraine,UKR,2019,95.28552,
Ukraine,UKR,2020,96.11466,
United Arab Emirates,ARE,2013,16.875,
United Arab Emirates,ARE,2018,7.67,
United Kingdom,GBR,1968,85.4959,
United Kingdom,GBR,1969,84.74295,
United Kingdom,GBR,1970,83.24614,
United Kingdom,GBR,1971,82.993675,
United Kingdom,GBR,1972,80.49563,
United Kingdom,GBR,1973,76.49549,
United Kingdom,GBR,1974,76.74868,
United Kingdom,GBR,1975,78.49598,
United Kingdom,GBR,1976,80.486916,
United Kingdom,GBR,1977,81.493515,
United Kingdom,GBR,1978,76.4993,
United Kingdom,GBR,1979,75.46765,
United Kingdom,GBR,1980,74.49494,
United Kingdom,GBR,1981,74.48146,
United Kingdom,GBR,1982,68.2456,
United Kingdom,GBR,1983,71.48865,
United Kingdom,GBR,1984,68.74961,
United Kingdom,GBR,1985,66.97851,
United Kingdom,GBR,1986,63.249737,
United Kingdom,GBR,1987,59.98227,
United Kingdom,GBR,1988,56.236732,
United Kingdom,GBR,1989,53.496986,
United Kingdom,GBR,1990,52.740807,
United Kingdom,GBR,1991,50.994637,
United Kingdom,GBR,1992,52.736206,
United Kingdom,GBR,1993,53.497402,
United Kingdom,GBR,1994,48.248722,
United Kingdom,GBR,1995,47.747044,
United Kingdom,GBR,1996,44.991444,
United Kingdom,GBR,1997,42.99554,
United Kingdom,GBR,1998,40.498173,
United Kingdom,GBR,1999,38.997044,
United Kingdom,GBR,2000,35.497047,
United Kingdom,GBR,2001,32.99784,
United Kingdom,GBR,2002,32.24824,
United Kingdom,GBR,2003,30.996332,
United Kingdom,GBR,2004,28.748411,
United Kingdom,GBR,2005,28.748083,
United Kingdom,GBR,2006,27.499813,
United Kingdom,GBR,2007,26.74844,
United Kingdom,GBR,2008,26.749102,
United Kingdom,GBR,2009,26.747046,
United Kingdom,GBR,2010,26.746977,
United Kingdom,GBR,2011,27.745655,
United Kingdom,GBR,2012,27.493572,
United Kingdom,GBR,2013,27.49067,
United Kingdom,GBR,2014,25.999409,
United Kingdom,GBR,2015,25.247108,
United Kingdom,GBR,2016,24.746756,
United Kingdom,GBR,2017,24.24801,
United Kingdom,GBR,2018,24.498487,
United Kingdom,GBR,2019,22.74742,
United Kingdom,GBR,2020,23.495417,
United Kingdom,GBR,2021,22.248243,
United States,USA,1963,51.49677,
United States,USA,1964,48.999577,
United States,USA,1965,45.247807,
United States,USA,1966,44.747543,
United States,USA,1967,40.997574,
United States,USA,1968,38.24985,
United States,USA,1969,36.247528,
United States,USA,1970,36.495132,
United States,USA,1971,35.248337,
United States,USA,1972,31.249567,
United States,USA,1973,29.748558,
United States,USA,1974,31.244427,
United States,USA,1975,30.746689,
United States,USA,1976,29.24991,
United States,USA,1977,28.74889,
United States,USA,1978,27.995941,
United States,USA,1979,26.74828,
United States,USA,1980,29.249033,
United States,USA,1981,30.996183,
United States,USA,1982,31.749168,
United States,USA,1983,30.749413,
United States,USA,1984,29.248074,
United States,USA,1985,28.74353,
United States,USA,1986,26.999098,
United States,USA,1987,25.74899,
United States,USA,1988,25.748137,
United States,USA,1989,25.499933,
United States,USA,1990,26.747694,
United States,USA,1991,26.9997,
United States,USA,1992,27.249578,
United States,USA,1993,28.244871,
United States,USA,1994,26.999157,
United States,USA,1995,25.999134,
United States,USA,1996,25.995497,
United States,USA,1997,24.749842,
United States,USA,1998,23.249537,
United States,USA,1999,22.499355,
United States,USA,2000,21.749996,
United States,USA,2001,21.998362,
United States,USA,2002,21.999285,
United States,USA,2003,21.997442,
United States,USA,2004,21.24952,
United States,USA,2005,21.249636,
United States,USA,2006,20.99872,
United States,USA,2007,20.998459,
United States,USA,2008,21.749695,
United States,USA,2009,21.247429,
United States,USA,2010,21.998905,
United States,USA,2011,22.499226,
United States,USA,2012,22.498053,
United States,USA,2013,22.498508,
United States,USA,2014,22.499773,
United States,USA,2015,20.749443,
United States,USA,2016,19.246534,
United States,USA,2017,19.249796,
United States,USA,2018,17.498386,
United States,USA,2019,15.999332,
United States,USA,2020,12.997648,
United States,USA,2021,11.748632,
United States,USA,2022,16.749557,
Uruguay,URY,2006,84.26721,
Uruguay,URY,2007,81.85974,
Uruguay,URY,2008,78.987366,
Uruguay,URY,2009,76.19138,
Uruguay,URY,2010,75.82497,
Uruguay,URY,2011,72.3351,
Uruguay,URY,2012,70.76892,
Uruguay,URY,2013,69.77158,
Uruguay,URY,2014,66.75743,
Uruguay,URY,2015,65.88117,
Uruguay,URY,2016,67.11845,
Uruguay,URY,2017,65.46709,
Uruguay,URY,2018,66.093315,
Uruguay,URY,2019,66.88548,
Uruguay,URY,2020,70.63063,
Uruguay,URY,2021,70.793915,
Uruguay,URY,2022,69.536674,
Uruguay (urban),,1981,83.043,
Uruguay (urban),,1989,80.97187,
Uruguay (urban),,1992,78.43102,
Uruguay (urban),,1995,77.030266,
Uruguay (urban),,1996,78.36706,
Uruguay (urban),,1997,78.5852,
Uruguay (urban),,1998,75.57949,
Uruguay (urban),,2000,77.233406,
Uruguay (urban),,2001,76.800156,
Uruguay (urban),,2002,80.834946,
Uruguay (urban),,2003,86.347595,
Uruguay (urban),,2004,86.02267,
Uruguay (urban),,2005,85.221924,
Uzbekistan,UZB,1998,99.9624,
Uzbekistan,UZB,2000,99.98541,
Uzbekistan,UZB,2002,99.9932,
Uzbekistan,UZB,2003,99.97987,
Uzbekistan,UZB,2022,95.33875,
Vanuatu,VUT,2010,99.43896,
Vanuatu,VUT,2019,99.801216,
Venezuela,VEN,1981,87.369,
Venezuela,VEN,1987,88.693,
Venezuela,VEN,1989,92.839485,
Venezuela,VEN,1992,94.037445,
Venezuela,VEN,1995,96.05833,
Venezuela,VEN,1998,95.066414,
Venezuela,VEN,1999,96.055786,
Venezuela,VEN,2001,95.72697,
Venezuela,VEN,2002,97.15735,
Venezuela,VEN,2003,98.314186,
Venezuela,VEN,2004,97.694954,
Venezuela,VEN,2005,96.13137,
Venezuela,VEN,2006,94.55162,
Vietnam,VNM,1992,99.97064,
Vietnam,VNM,1997,99.869606,
Vietnam,VNM,2002,99.90906,
Vietnam,VNM,2004,99.80741,
Vietnam,VNM,2006,99.85261,
Vietnam,VNM,2008,99.653755,
Vietnam,VNM,2010,97.39624,
Vietnam,VNM,2012,97.54659,
Vietnam,VNM,2014,97.31681,
Vietnam,VNM,2016,95.953995,
Vietnam,VNM,2018,94.1815,
Vietnam,VNM,2020,91.85694,
Vietnam,VNM,2022,93.89247,
Western and Central Africa (PIP),,1990,99.88448,
Western and Central Africa (PIP),,1991,99.89226,
Western and Central Africa (PIP),,1992,99.89922,
Western and Central Africa (PIP),,1993,99.86459,
Western and Central Africa (PIP),,1994,99.81006,
Western and Central Africa (PIP),,1995,99.75614,
Western and Central Africa (PIP),,1996,99.71922,
Western and Central Africa (PIP),,1997,99.72175,
Western and Central Africa (PIP),,1998,99.744644,
Western and Central Africa (PIP),,1999,99.751175,
Western and Central Africa (PIP),,2000,99.77119,
Western and Central Africa (PIP),,2001,99.78778,
Western and Central Africa (PIP),,2002,99.79262,
Western and Central Africa (PIP),,2003,99.8215,
Western and Central Africa (PIP),,2004,99.8375,
Western and Central Africa (PIP),,2005,99.845535,
Western and Central Africa (PIP),,2006,99.84696,
Western and Central Africa (PIP),,2007,99.86159,
Western and Central Africa (PIP),,2008,99.8521,
Western and Central Africa (PIP),,2009,99.85237,
Western and Central Africa (PIP),,2010,99.84568,
Western and Central Africa (PIP),,2011,99.84459,
Western and Central Africa (PIP),,2012,99.82734,
Western and Central Africa (PIP),,2013,99.81391,
Western and Central Africa (PIP),,2014,99.79628,
Western and Central Africa (PIP),,2015,99.79447,
Western and Central Africa (PIP),,2016,99.78157,
Western and Central Africa (PIP),,2017,99.75411,
Western and Central Africa (PIP),,2018,99.72862,
Western and Central Africa (PIP),,2019,99.71757,
Western and Central Africa (PIP),,2020,99.7494,
Western and Central Africa (PIP),,2021,99.75544,
Western and Central Africa (PIP),,2022,99.75398,
Western and Central Africa (PIP),,2023,99.75361,
Western and Central Africa (PIP),,2024,99.743614,
World,OWID_WRL,1990,88.66473,
World,OWID_WRL,1991,88.68525,
World,OWID_WRL,1992,88.73409,
World,OWID_WRL,1993,88.90273,
World,OWID_WRL,1994,88.744064,
World,OWID_WRL,1995,88.579185,
World,OWID_WRL,1996,88.48355,
World,OWID_WRL,1997,88.40265,
World,OWID_WRL,1998,88.25425,
World,OWID_WRL,1999,88.22789,
World,OWID_WRL,2000,87.95927,
World,OWID_WRL,2001,87.86604,
World,OWID_WRL,2002,87.729126,
World,OWID_WRL,2003,87.53344,
World,OWID_WRL,2004,87.27371,
World,OWID_WRL,2005,87.08928,
World,OWID_WRL,2006,86.79336,
World,OWID_WRL,2007,86.364975,
World,OWID_WRL,2008,86.24813,
World,OWID_WRL,2009,86.14133,
World,OWID_WRL,2010,85.92124,
World,OWID_WRL,2011,85.93813,
World,OWID_WRL,2012,85.8382,
World,OWID_WRL,2013,85.66795,
World,OWID_WRL,2014,85.57279,
World,OWID_WRL,2015,85.34537,
World,OWID_WRL,2016,85.02199,
World,OWID_WRL,2017,84.72765,
World,OWID_WRL,2018,84.456245,
World,OWID_WRL,2019,84.15289,
World,OWID_WRL,2020,84.33957,
World,OWID_WRL,2021,83.410034,
World,OWID_WRL,2022,83.24707,
World,OWID_WRL,2023,83.02842,
World,OWID_WRL,2024,82.78981,
World (excluding China),,1990,85.57623,
World (excluding China),,1991,85.61228,
World (excluding China),,1992,85.687584,
World (excluding China),,1993,85.91577,
World (excluding China),,1994,85.72956,
World (excluding China),,1995,85.53611,
World (excluding China),,1996,85.431366,
World (excluding China),,1997,85.34676,
World (excluding China),,1998,85.17818,
World (excluding China),,1999,85.16588,
World (excluding China),,2000,84.86143,
World (excluding China),,2001,84.78734,
World (excluding China),,2002,84.671555,
World (excluding China),,2003,84.46899,
World (excluding China),,2004,84.19208,
World (excluding China),,2005,84.01845,
World (excluding China),,2006,83.71681,
World (excluding China),,2007,83.26281,
World (excluding China),,2008,83.190735,
World (excluding China),,2009,83.14731,
World (excluding China),,2010,82.98875,
World (excluding China),,2011,83.08684,
World (excluding China),,2012,83.09325,
World (excluding China),,2013,83.05553,
World (excluding China),,2014,83.085526,
World (excluding China),,2015,82.95753,
World (excluding China),,2016,82.75971,
World (excluding China),,2017,82.611694,
World (excluding China),,2018,82.500885,
World (excluding China),,2019,82.33205,
World (excluding China),,2020,82.290535,
World (excluding China),,2021,81.59481,
World (excluding China),,2022,81.442085,
World (excluding China),,2023,81.37309,
World (excluding China),,2024,81.2851,
World (excluding India),,1990,86.44883,
World (excluding India),,1991,86.461235,
World (excluding India),,1992,86.50712,
World (excluding India),,1993,86.69598,
World (excluding India),,1994,86.492455,
World (excluding India),,1995,86.2825,
World (excluding India),,1996,86.155235,
World (excluding India),,1997,86.045784,
World (excluding India),,1998,85.854515,
World (excluding India),,1999,85.81046,
World (excluding India),,2000,85.473564,
World (excluding India),,2001,85.347946,
World (excluding India),,2002,85.169205,
World (excluding India),,2003,84.919945,
World (excluding India),,2004,84.59403,
World (excluding India),,2005,84.36183,
World (excluding India),,2006,83.994415,
World (excluding India),,2007,83.469376,
World (excluding India),,2008,83.32163,
World (excluding India),,2009,83.18893,
World (excluding India),,2010,82.92273,
World (excluding India),,2011,82.9499,
World (excluding India),,2012,82.82818,
World (excluding India),,2013,82.61668,
World (excluding India),,2014,82.49316,
World (excluding India),,2015,82.210724,
World (excluding India),,2016,81.81892,
World (excluding India),,2017,81.48354,
World (excluding India),,2018,81.13854,
World (excluding India),,2019,80.7382,
World (excluding India),,2020,80.95007,
World (excluding India),,2021,79.81716,
World (excluding India),,2022,79.626724,
World (excluding India),,2023,79.369026,
World (excluding India),,2024,79.08411,
Yemen,YEM,1998,99.53702,
Yemen,YEM,2005,99.52713,
Yemen,YEM,2014,99.65563,
Zambia,ZMB,1991,99.63082,
Zambia,ZMB,1993,99.834,
Zambia,ZMB,1996,99.58182,
Zambia,ZMB,1998,99.48876,
Zambia,ZMB,2002,99.787964,
Zambia,ZMB,2004,99.593216,
Zambia,ZMB,2006,99.67206,
Zambia,ZMB,2010,99.77003,
Zambia,ZMB,2015,99.54561,
Zambia,ZMB,2022,99.832695,
Zimbabwe,ZWE,2011,98.956,
Zimbabwe,ZWE,2017,99.41265,
Zimbabwe,ZWE,2019,98.79906,